opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00000205,205,ACC000429,Commande 205,Qualification,24578.45,68.0,2024-11-18,2024-02-23,Email,Client Existant - Reduction,23
OPP00000206,206,ACC000569,Commande 206,Qualification,63962.73,78.9,2024-02-13,2023-08-21,Salon du Livre,Client Existant - Renouvellement,
OPP00000207,207,ACC000142,Commande 207,Proposition,62342.75,45.4,2023-08-19,2022-10-23,Salon du Livre,Client Existant - Reduction,45
OPP00000208,208,ACC000090,Commande 208,Analyse,83894.74,72.8,2022-02-08,2021-09-05,Site Web,Nouveau Client,
OPP00000209,209,ACC000765,Commande 209,Closed Won,676.48,100.0,2024-05-08,2024-03-11,Salon du Livre,Nouveau Client,32
OPP00000210,210,ACC000795,Commande 210,Closed Won,61329.84,100.0,2022-08-21,2022-05-31,Demarchage,Client Existant - Reduction,
OPP00000211,211,ACC000026,Commande 211,Closed Won,97665.8,100.0,2022-10-18,2021-10-27,Recommandation,Nouveau Client,
OPP00000212,212,ACC000955,Commande 212,Closed Won,14153.39,100.0,2022-03-21,2021-08-04,Partenaire,Client Existant - Renouvellement,23
OPP00000213,213,ACC000353,Commande 213,Closed Won,46827.57,100.0,2022-08-23,2022-02-18,Salon du Livre,Client Existant - Extension,88
OPP00000214,214,ACC000638,Commande 214,Closed Won,1670.76,100.0,2023-06-20,2022-07-20,Demarchage,Nouveau Client,34
OPP00000215,215,ACC000316,Commande 215,Negociation,90303.47,33.2,2023-11-07,2023-05-23,Email,Nouveau Client,
OPP00000216,216,ACC000009,Commande 216,Closed Won,37151.59,100.0,2024-03-09,2023-08-26,Partenaire,Client Existant - Reduction,43
OPP00000217,217,ACC000618,Commande 217,Negociation,47607.26,37.5,2021-10-29,2021-09-23,Site Web,Client Existant - Reduction,91
OPP00000218,218,ACC000402,Commande 218,Analyse,11729.89,62.9,2025-01-07,2024-06-28,Demarchage,Client Existant - Renouvellement,37
OPP00000219,219,ACC000360,Commande 219,Analyse,624.95,33.3,2023-03-31,2022-06-02,Recommandation,Client Existant - Extension,68
OPP00000220,220,ACC000772,Commande 220,Analyse,54101.01,74.0,2023-08-23,2023-05-04,Demarchage,Nouveau Client,92
OPP00000221,221,ACC000682,Commande 221,Proposition,80979.13,79.1,2022-09-21,2022-07-23,Email,Client Existant - Extension,32
OPP00000222,222,ACC000420,Commande 222,Closed Won,96479.71,100.0,2025-03-09,2024-08-20,Partenaire,Nouveau Client,
OPP00000223,223,ACC000677,Commande 223,Closed Won,9220.36,100.0,2024-04-15,2023-07-04,Reseaux Sociaux,Client Existant - Reduction,
OPP00000224,224,ACC000567,Commande 224,Analyse,88348.01,37.6,2022-07-22,2022-02-11,Reseaux Sociaux,Client Existant - Reduction,
OPP00000225,225,ACC000839,Commande 225,Analyse,59030.44,60.0,2023-10-27,2023-07-17,Recommandation,Nouveau Client,24
OPP00000226,226,ACC000948,Commande 226,Negociation,99606.22,39.0,2023-08-07,2022-08-19,Demarchage,Nouveau Client,83
OPP00000227,227,ACC000803,Commande 227,Analyse,11305.59,42.6,2024-09-01,2024-06-24,Reseaux Sociaux,Nouveau Client,77
OPP00000228,228,ACC000250,Commande 228,Proposition,1495.25,50.8,2023-11-26,2023-04-04,Reseaux Sociaux,Client Existant - Extension,71
OPP00000229,229,ACC000097,Commande 229,Proposition,57845.03,77.5,2023-05-02,2022-08-16,Reseaux Sociaux,Nouveau Client,
OPP00000230,230,ACC000329,Commande 230,Proposition,40253.5,25.6,2023-07-17,2022-10-09,Email,Client Existant - Reduction,6
OPP00000231,231,ACC000546,Commande 231,Qualification,41931.07,66.2,2024-01-08,2023-04-30,Partenaire,Client Existant - Reduction,
OPP00000232,232,ACC000787,Commande 232,Proposition,71442.75,73.6,2023-04-08,2022-11-08,Reseaux Sociaux,Nouveau Client,64
OPP00000233,233,ACC000170,Commande 233,Proposition,78037.99,31.5,2024-05-23,2023-10-15,Site Web,Nouveau Client,53
OPP00000234,234,ACC000658,Commande 234,Closed Won,90135.36,100.0,2022-08-04,2021-09-12,Salon du Livre,Client Existant - Renouvellement,2
OPP00000235,235,ACC000256,Commande 235,Negociation,6963.18,26.9,2022-05-27,2021-07-14,Reseaux Sociaux,Client Existant - Reduction,
OPP00000236,236,ACC000846,Commande 236,Qualification,58407.05,47.3,2024-06-29,2023-12-19,Recommandation,Client Existant - Extension,
OPP00000237,237,ACC000855,Commande 237,Qualification,90508.3,47.7,2022-04-18,2021-11-07,Recommandation,Client Existant - Renouvellement,
OPP00000238,238,ACC000446,Commande 238,Closed Won,65191.59,100.0,2024-08-13,2024-03-09,Email,Client Existant - Renouvellement,
OPP00000239,239,ACC000060,Commande 239,Closed Won,40168.36,100.0,2023-08-29,2023-01-10,Recommandation,Client Existant - Extension,98
OPP00000240,240,ACC000227,Commande 240,Qualification,84489.33,36.7,2021-11-01,2021-08-22,Email,Client Existant - Extension,32
OPP00000241,241,ACC000048,Commande 241,Analyse,36312.79,30.7,2023-06-07,2022-11-13,Demarchage,Client Existant - Extension,17
OPP00000242,242,ACC000941,Commande 242,Closed Won,71396.87,100.0,2024-12-05,2024-06-11,Email,Client Existant - Reduction,93
OPP00000243,243,ACC000821,Commande 243,Qualification,31356.54,52.8,2023-07-29,2023-05-17,Demarchage,Client Existant - Extension,
OPP00000244,244,ACC000113,Commande 244,Proposition,91060.12,18.9,2024-10-22,2024-05-18,Site Web,Client Existant - Renouvellement,49
OPP00000245,245,ACC000756,Commande 245,Closed Won,25937.53,100.0,2024-06-05,2023-08-09,Email,Nouveau Client,60
OPP00000246,246,ACC000412,Commande 246,Proposition,58919.99,80.0,2025-01-27,2024-06-16,Site Web,Client Existant - Extension,
OPP00000247,247,ACC000203,Commande 247,Closed Won,90479.17,100.0,2024-08-30,2024-05-31,Partenaire,Client Existant - Reduction,54
OPP00000248,248,ACC000281,Commande 248,Closed Won,37214.0,100.0,2022-09-19,2022-04-01,Reseaux Sociaux,Client Existant - Reduction,
OPP00000249,249,ACC000474,Commande 249,Negociation,86837.75,46.0,2022-09-04,2022-05-25,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00000250,250,ACC000141,Commande 250,Qualification,43425.03,38.1,2024-10-12,2024-02-09,Site Web,Nouveau Client,
OPP00000251,251,ACC000552,Commande 251,Qualification,4052.23,25.0,2022-11-11,2022-05-09,Site Web,Client Existant - Extension,64
OPP00000252,252,ACC000272,Commande 252,Closed Won,17614.04,100.0,2025-03-04,2024-04-17,Email,Client Existant - Extension,38
OPP00000253,253,ACC000755,Commande 253,Closed Won,76330.44,100.0,2025-02-24,2024-07-18,Partenaire,Client Existant - Extension,
OPP00000254,254,ACC000663,Commande 254,Negociation,62505.83,19.4,2023-11-16,2023-09-17,Email,Nouveau Client,15
OPP00000255,255,ACC000434,Commande 255,Proposition,45248.63,31.6,2024-12-31,2024-06-22,Demarchage,Client Existant - Extension,
OPP00000256,256,ACC000713,Commande 256,Negociation,68833.4,39.3,2022-05-11,2021-06-03,Site Web,Client Existant - Extension,16
OPP00000257,257,ACC000316,Commande 257,Analyse,36733.17,18.0,2023-03-26,2023-01-25,Partenaire,Client Existant - Reduction,
OPP00000258,258,ACC000641,Commande 258,Negociation,98503.44,29.0,2023-06-10,2022-12-06,Recommandation,Client Existant - Extension,
OPP00000259,259,ACC000568,Commande 259,Closed Won,1758.53,100.0,2023-08-31,2023-07-21,Demarchage,Client Existant - Extension,60
OPP00000260,260,ACC000312,Commande 260,Negociation,1479.03,23.7,2025-01-20,2024-09-01,Recommandation,Client Existant - Reduction,
OPP00000261,261,ACC000606,Commande 261,Proposition,12252.74,65.8,2023-04-12,2023-01-24,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00000262,262,ACC000785,Commande 262,Analyse,32345.24,31.8,2022-03-22,2021-07-05,Salon du Livre,Nouveau Client,
OPP00000263,263,ACC000124,Commande 263,Closed Won,59584.35,100.0,2022-11-08,2022-05-17,Email,Client Existant - Renouvellement,60
OPP00000264,264,ACC000530,Commande 264,Closed Won,75174.54,100.0,2025-04-28,2024-05-17,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00000265,265,ACC000977,Commande 265,Closed Won,8490.59,100.0,2023-12-19,2023-02-24,Email,Nouveau Client,96
OPP00000266,266,ACC000945,Commande 266,Proposition,89218.12,76.3,2024-10-03,2024-08-28,Salon du Livre,Nouveau Client,64
OPP00000267,267,ACC000285,Commande 267,Closed Won,10426.82,100.0,2023-02-23,2022-07-30,Reseaux Sociaux,Client Existant - Extension,
OPP00000268,268,ACC000986,Commande 268,Proposition,93611.17,70.5,2022-06-22,2021-10-26,Email,Client Existant - Extension,30
OPP00000269,269,ACC000975,Commande 269,Analyse,56052.88,66.9,2025-03-17,2024-04-20,Reseaux Sociaux,Client Existant - Renouvellement,81
OPP00000270,270,ACC000357,Commande 270,Qualification,35468.49,28.5,2023-03-21,2022-06-01,Recommandation,Client Existant - Extension,
OPP00000271,271,ACC000065,Commande 271,Qualification,93216.75,57.0,2024-05-13,2024-04-03,Recommandation,Client Existant - Renouvellement,
OPP00000272,272,ACC000097,Commande 272,Closed Won,98949.87,100.0,2023-11-15,2022-11-28,Email,Client Existant - Extension,37
OPP00000273,273,ACC000574,Commande 273,Closed Won,93388.22,100.0,2024-08-18,2024-02-24,Salon du Livre,Client Existant - Renouvellement,68
OPP00000274,274,ACC000892,Commande 274,Closed Won,74769.74,100.0,2024-06-05,2024-04-15,Reseaux Sociaux,Client Existant - Renouvellement,40
OPP00000275,275,ACC000225,Commande 275,Qualification,58505.12,29.2,2024-03-25,2023-06-20,Demarchage,Nouveau Client,5
OPP00000276,276,ACC000060,Commande 276,Proposition,19941.94,70.3,2023-08-10,2023-06-29,Reseaux Sociaux,Client Existant - Extension,94
OPP00000277,277,ACC000201,Commande 277,Closed Won,73343.18,100.0,2023-03-05,2022-03-08,Recommandation,Client Existant - Renouvellement,51
OPP00000278,278,ACC000925,Commande 278,Closed Won,38607.64,100.0,2023-07-18,2023-06-05,Salon du Livre,Nouveau Client,6
OPP00000279,279,ACC000316,Commande 279,Closed Won,70749.77,100.0,2024-07-03,2024-03-23,Site Web,Client Existant - Extension,
OPP00000280,280,ACC000983,Commande 280,Closed Won,1344.7,100.0,2023-04-12,2022-08-23,Demarchage,Client Existant - Extension,9
OPP00000281,281,ACC000803,Commande 281,Analyse,14367.63,41.5,2021-09-26,2021-08-12,Reseaux Sociaux,Client Existant - Reduction,
OPP00000282,282,ACC000497,Commande 282,Negociation,48150.35,28.0,2025-01-30,2024-06-28,Recommandation,Client Existant - Renouvellement,26
OPP00000283,283,ACC000365,Commande 283,Proposition,83096.0,75.3,2022-06-20,2021-08-14,Demarchage,Nouveau Client,15
OPP00000284,284,ACC000448,Commande 284,Qualification,72248.16,73.3,2024-10-21,2024-01-30,Partenaire,Client Existant - Renouvellement,36
OPP00000285,285,ACC000397,Commande 285,Analyse,93299.07,70.1,2023-11-03,2023-09-16,Salon du Livre,Client Existant - Reduction,83
OPP00000286,286,ACC000557,Commande 286,Proposition,2493.08,10.1,2022-05-23,2021-06-25,Recommandation,Client Existant - Extension,
OPP00000287,287,ACC000550,Commande 287,Proposition,57366.97,31.7,2024-04-05,2023-05-30,Partenaire,Nouveau Client,44
OPP00000288,288,ACC000480,Commande 288,Negociation,87352.13,70.9,2024-10-02,2023-11-28,Email,Client Existant - Extension,74
OPP00000289,289,ACC000413,Commande 289,Qualification,28588.44,74.9,2024-01-13,2023-04-15,Partenaire,Client Existant - Reduction,75
OPP00000290,290,ACC000919,Commande 290,Proposition,87218.44,61.7,2023-09-06,2022-12-25,Reseaux Sociaux,Client Existant - Reduction,88
OPP00000291,291,ACC000507,Commande 291,Proposition,40310.73,52.5,2024-05-31,2023-07-11,Partenaire,Client Existant - Extension,61
OPP00000292,292,ACC000747,Commande 292,Qualification,96311.65,71.9,2023-12-25,2023-09-28,Reseaux Sociaux,Client Existant - Renouvellement,76
OPP00000293,293,ACC000597,Commande 293,Qualification,39831.78,56.0,2024-01-03,2023-02-12,Email,Client Existant - Extension,84
OPP00000294,294,ACC000350,Commande 294,Proposition,52054.09,25.5,2024-06-24,2023-08-22,Email,Nouveau Client,58
OPP00000295,295,ACC000299,Commande 295,Proposition,93710.92,35.8,2023-05-03,2022-10-31,Salon du Livre,Nouveau Client,
OPP00000296,296,ACC000579,Commande 296,Qualification,69119.57,27.9,2022-10-04,2022-02-19,Recommandation,Client Existant - Extension,
OPP00000297,297,ACC000408,Commande 297,Closed Won,47469.72,100.0,2023-05-19,2023-04-19,Email,Client Existant - Extension,62
OPP00000298,298,ACC000064,Commande 298,Closed Won,21647.95,100.0,2022-01-16,2021-08-12,Reseaux Sociaux,Client Existant - Extension,64
OPP00000299,299,ACC000910,Commande 299,Qualification,81407.8,67.4,2024-08-04,2024-05-20,Recommandation,Client Existant - Renouvellement,
OPP00000300,300,ACC000251,Commande 300,Closed Won,10197.31,100.0,2025-04-19,2024-09-06,Salon du Livre,Client Existant - Extension,98
OPP00000301,301,ACC000019,Commande 301,Proposition,47050.41,40.5,2024-06-26,2024-02-05,Email,Nouveau Client,27
OPP00000302,302,ACC000416,Commande 302,Proposition,75414.87,35.3,2022-10-19,2022-02-23,Reseaux Sociaux,Nouveau Client,66
OPP00000303,303,ACC000490,Commande 303,Closed Won,96670.96,100.0,2024-06-09,2024-01-05,Recommandation,Client Existant - Renouvellement,
OPP00000304,304,ACC000821,Commande 304,Qualification,55206.98,49.4,2023-11-25,2023-10-24,Partenaire,Nouveau Client,87
OPP00000305,305,ACC000734,Commande 305,Closed Won,59347.68,100.0,2022-07-22,2022-03-18,Reseaux Sociaux,Client Existant - Renouvellement,3
OPP00000306,306,ACC000913,Commande 306,Analyse,29518.96,19.5,2023-09-20,2023-06-27,Site Web,Client Existant - Extension,
OPP00000307,307,ACC000416,Commande 307,Analyse,19637.08,29.5,2022-11-08,2021-11-12,Reseaux Sociaux,Nouveau Client,73
OPP00000308,308,ACC000466,Commande 308,Closed Won,31414.84,100.0,2024-08-29,2024-07-13,Demarchage,Client Existant - Extension,92
OPP00000309,309,ACC000775,Commande 309,Analyse,50565.35,75.2,2023-05-04,2023-03-25,Reseaux Sociaux,Client Existant - Reduction,
OPP00000310,310,ACC000906,Commande 310,Closed Won,61912.05,100.0,2024-03-12,2023-12-07,Recommandation,Client Existant - Reduction,91
OPP00000311,311,ACC000504,Commande 311,Closed Won,73797.19,100.0,2024-03-17,2024-01-01,Partenaire,Nouveau Client,
OPP00000312,312,ACC000662,Commande 312,Analyse,83053.91,44.4,2023-08-26,2022-12-05,Salon du Livre,Client Existant - Reduction,5
OPP00000313,313,ACC000215,Commande 313,Negociation,13607.6,19.8,2023-01-11,2022-07-21,Demarchage,Client Existant - Reduction,
OPP00000314,314,ACC000167,Commande 314,Analyse,13784.43,13.7,2023-04-25,2022-06-16,Partenaire,Client Existant - Reduction,
OPP00000315,315,ACC000994,Commande 315,Closed Won,79376.22,100.0,2024-05-26,2023-10-04,Site Web,Client Existant - Extension,84
OPP00000316,316,ACC000695,Commande 316,Negociation,17844.72,31.0,2025-01-19,2024-01-31,Reseaux Sociaux,Nouveau Client,74
OPP00000317,317,ACC000123,Commande 317,Qualification,82758.87,25.5,2024-02-03,2024-01-02,Email,Client Existant - Renouvellement,74
OPP00000318,318,ACC000091,Commande 318,Analyse,42043.77,76.2,2023-04-06,2022-11-16,Email,Client Existant - Renouvellement,62
OPP00000319,319,ACC000185,Commande 319,Closed Won,4465.57,100.0,2023-07-03,2022-07-25,Site Web,Client Existant - Extension,
OPP00000320,320,ACC000141,Commande 320,Closed Won,55864.71,100.0,2024-10-02,2024-05-11,Reseaux Sociaux,Client Existant - Renouvellement,
OPP00000321,321,ACC000994,Commande 321,Proposition,75226.24,28.9,2023-05-16,2022-09-06,Email,Client Existant - Reduction,
OPP00000322,322,ACC000672,Commande 322,Qualification,57767.73,33.0,2024-04-15,2023-07-22,Recommandation,Client Existant - Reduction,73
OPP00000323,323,ACC000422,Commande 323,Negociation,92632.98,38.6,2023-06-05,2023-01-02,Demarchage,Client Existant - Renouvellement,40
OPP00000324,324,ACC000767,Commande 324,Closed Won,50635.08,100.0,2022-12-23,2022-04-19,Email,Nouveau Client,21
OPP00000325,325,ACC000874,Commande 325,Qualification,52195.24,69.7,2023-10-03,2023-03-02,Recommandation,Client Existant - Extension,79
OPP00000326,326,ACC000220,Commande 326,Qualification,2455.91,28.4,2022-05-20,2021-07-12,Partenaire,Client Existant - Renouvellement,85
OPP00000327,327,ACC000178,Commande 327,Analyse,89012.03,36.6,2022-10-16,2022-05-12,Email,Client Existant - Extension,
OPP00000328,328,ACC000078,Commande 328,Closed Won,74934.47,100.0,2023-09-18,2022-09-22,Site Web,Nouveau Client,17
OPP00000329,329,ACC000331,Commande 329,Negociation,85686.58,12.9,2023-12-14,2023-06-16,Salon du Livre,Nouveau Client,78
OPP00000330,330,ACC000297,Commande 330,Qualification,38215.62,29.0,2022-05-14,2021-09-24,Demarchage,Nouveau Client,84
OPP00000331,331,ACC000800,Commande 331,Negociation,43229.75,29.3,2024-08-13,2024-02-09,Salon du Livre,Client Existant - Renouvellement,94
OPP00000332,332,ACC000179,Commande 332,Proposition,87814.47,46.0,2022-03-20,2021-10-16,Demarchage,Client Existant - Reduction,
OPP00000333,333,ACC000593,Commande 333,Closed Won,89074.86,100.0,2021-09-08,2021-06-23,Demarchage,Nouveau Client,
OPP00000334,334,ACC000248,Commande 334,Analyse,75437.17,46.0,2021-10-27,2021-09-19,Reseaux Sociaux,Client Existant - Reduction,90
OPP00000335,335,ACC000843,Commande 335,Closed Won,76117.01,100.0,2024-11-26,2024-04-21,Partenaire,Client Existant - Extension,53
OPP00000336,336,ACC000043,Commande 336,Analyse,71750.47,20.6,2024-04-22,2024-02-23,Reseaux Sociaux,Client Existant - Extension,
OPP00000337,337,ACC000995,Commande 337,Qualification,51775.62,71.8,2024-08-18,2024-05-02,Site Web,Client Existant - Extension,25
OPP00000338,338,ACC000150,Commande 338,Closed Won,24623.09,100.0,2024-02-10,2023-02-24,Salon du Livre,Nouveau Client,11
OPP00000339,339,ACC000259,Commande 339,Closed Won,90569.64,100.0,2024-01-26,2023-06-01,Salon du Livre,Nouveau Client,12
OPP00000340,340,ACC000801,Commande 340,Proposition,21228.77,74.5,2022-07-15,2021-12-25,Email,Client Existant - Renouvellement,77
OPP00000341,341,ACC000666,Commande 341,Analyse,80206.31,24.1,2022-01-11,2021-08-12,Demarchage,Client Existant - Reduction,75
OPP00000342,342,ACC000475,Commande 342,Closed Won,80519.27,100.0,2022-09-05,2022-07-15,Salon du Livre,Nouveau Client,42
OPP00000343,343,ACC000794,Commande 343,Proposition,53105.44,14.5,2024-09-01,2023-11-02,Email,Client Existant - Reduction,31
OPP00000344,344,ACC000023,Commande 344,Closed Won,56620.37,100.0,2022-09-29,2022-05-02,Recommandation,Client Existant - Reduction,37
OPP00000345,345,ACC000078,Commande 345,Closed Won,53639.86,100.0,2022-12-20,2022-05-27,Salon du Livre,Client Existant - Reduction,91
OPP00000346,346,ACC000145,Commande 346,Closed Won,4303.16,100.0,2023-08-03,2023-05-24,Partenaire,Nouveau Client,72
OPP00000347,347,ACC000898,Commande 347,Closed Won,63712.39,100.0,2024-11-25,2023-12-31,Reseaux Sociaux,Nouveau Client,
OPP00000348,348,ACC000907,Commande 348,Closed Won,74564.87,100.0,2023-11-16,2023-10-04,Email,Client Existant - Renouvellement,67
OPP00000349,349,ACC000528,Commande 349,Analyse,7407.07,12.9,2022-06-27,2022-04-26,Partenaire,Client Existant - Renouvellement,26
OPP00000350,350,ACC000878,Commande 350,Closed Won,43967.54,100.0,2024-10-14,2024-07-21,Reseaux Sociaux,Nouveau Client,78
OPP00000351,351,ACC000375,Commande 351,Closed Won,36919.94,100.0,2023-06-16,2022-09-07,Reseaux Sociaux,Nouveau Client,
OPP00000352,352,ACC000126,Commande 352,Negociation,45789.12,43.8,2024-04-14,2023-05-23,Demarchage,Client Existant - Reduction,
OPP00000353,353,ACC000048,Commande 353,Analyse,88286.21,38.4,2022-10-10,2021-11-21,Salon du Livre,Nouveau Client,
OPP00000354,354,ACC000464,Commande 354,Qualification,31055.27,10.4,2023-11-06,2023-08-08,Reseaux Sociaux,Client Existant - Extension,
OPP00000355,355,ACC000395,Commande 355,Proposition,29681.34,35.2,2022-05-30,2021-07-30,Site Web,Nouveau Client,36
OPP00000356,356,ACC000821,Commande 356,Analyse,34031.25,60.4,2022-05-25,2021-07-08,Site Web,Client Existant - Renouvellement,42
OPP00000357,357,ACC000513,Commande 357,Qualification,60068.58,39.6,2021-12-07,2021-06-13,Reseaux Sociaux,Client Existant - Renouvellement,41
OPP00000358,358,ACC000539,Commande 358,Closed Won,82521.14,100.0,2023-02-12,2022-10-16,Email,Client Existant - Reduction,
